231.00,228.00,231.00,228.42,228.20,115.00,115.38,116.00,112.93,114.16,0.62,8292.00
230.00,228.23,231.00,228.55,228.39,115.00,115.35,114.00,113.09,114.22,0.62,8268.00
230.00,229.34,230.00,229.51,229.42,115.00,116.18,115.00,114.15,115.16,0.62,8268.00
244.00,229.99,246.00,230.27,230.12,130.00,116.95,130.00,115.05,116.00,0.62,8280.00
231.00,229.81,229.00,229.96,229.88,115.00,116.66,115.00,114.90,115.78,0.62,8244.00
231.00,229.73,228.00,229.45,229.59,116.00,116.41,116.00,114.69,115.55,0.62,8324.00
231.00,229.71,229.00,229.18,229.44,117.00,116.37,115.00,114.63,115.50,0.61,8332.00
233.00,229.82,228.00,228.99,229.40,120.00,116.60,118.00,114.89,115.75,0.61,8276.00
255.00,231.10,248.00,229.90,230.50,126.00,117.07,123.00,115.27,116.17,0.62,8312.00
230.00,230.79,227.00,229.49,230.13,119.00,117.04,120.00,115.43,116.24,0.61,8252.00
233.00,230.43,238.00,229.59,230.01,131.00,117.91,136.00,117.09,117.50,0.61,8276.00
230.00,229.82,229.00,229.02,229.42,126.00,118.71,133.00,118.71,118.71,0.60,8276.00
229.00,229.40,227.00,228.51,228.95,124.00,119.09,129.00,119.85,119.47,0.59,8284.00
230.00,229.20,230.00,228.37,228.78,127.00,119.46,134.00,120.63,120.05,0.59,8292.00
255.00,230.52,255.00,229.74,230.13,149.00,121.25,158.00,122.94,122.09,0.59,8272.00
249.00,231.20,249.00,230.45,230.82,147.00,123.01,166.00,126.66,124.83,0.57,8268.00
248.00,231.74,251.00,231.26,231.50,143.00,124.70,161.00,130.06,127.38,0.57,8264.00
248.00,232.06,246.00,231.68,231.86,152.00,126.83,177.00,134.44,130.64,0.55,8260.00
237.00,232.11,231.00,231.40,231.75,139.00,127.47,167.00,136.43,131.95,0.54,8256.00
244.00,232.59,239.00,231.63,232.10,148.00,128.67,173.00,138.68,133.68,0.54,8288.00
248.00,232.92,245.00,231.72,232.31,156.00,130.67,180.00,142.46,136.56,0.53,8268.00
251.00,233.55,242.00,231.45,232.50,156.00,132.60,182.00,146.36,139.48,0.52,8260.00
248.00,234.04,238.00,231.20,232.61,147.00,133.68,174.00,148.81,141.25,0.51,8268.00
236.00,233.92,226.00,230.65,232.28,142.00,134.06,167.00,149.82,141.94,0.50,8268.00
262.00,235.37,248.00,231.47,233.41,177.00,136.72,193.00,152.48,144.60,0.49,8276.00
245.00,235.91,225.00,230.21,233.05,162.00,139.49,183.00,156.07,147.78,0.48,8284.00
248.00,236.51,230.00,229.40,232.95,182.00,143.46,184.00,159.20,151.33,0.46,8284.00
263.00,237.89,246.00,229.71,233.79,199.00,149.77,211.00,164.31,157.04,0.43,8272.00
241.00,237.83,225.00,229.19,233.50,187.00,152.05,199.00,166.39,159.22,0.42,8256.00
263.00,239.10,235.00,229.31,234.20,192.00,154.51,204.00,168.68,161.60,0.41,8288.00
240.00,238.68,225.00,228.59,233.63,180.00,158.26,214.00,174.79,166.53,0.39,8288.00
244.00,238.50,227.00,227.69,233.09,223.00,163.31,246.00,181.19,172.25,0.36,8284.00
263.00,239.59,231.00,227.13,233.35,210.00,168.63,228.00,186.93,177.78,0.33,8268.00
240.00,239.36,221.00,226.53,232.94,192.00,169.98,208.00,188.10,179.04,0.32,8292.00
242.00,239.28,224.00,226.15,232.71,184.00,170.70,200.00,188.66,179.68,0.32,8280.00
240.00,239.96,221.00,226.24,233.09,206.00,174.66,216.00,192.05,183.35,0.30,8232.00
240.00,240.12,224.00,226.16,233.13,211.00,180.35,231.00,198.14,189.24,0.27,8272.00
237.00,239.18,224.00,225.30,232.24,190.00,181.72,211.00,200.01,190.87,0.27,8284.00
236.00,238.76,225.00,225.06,231.90,196.00,182.43,214.00,200.68,191.56,0.26,8260.00
234.00,238.23,225.00,224.83,231.53,200.00,183.35,218.00,201.56,192.46,0.26,8264.00
237.00,237.30,224.00,224.47,230.88,210.00,185.62,217.00,203.28,194.45,0.24,8280.00
237.00,236.86,227.00,224.55,230.70,208.00,188.69,216.00,205.19,196.94,0.23,8292.00
237.00,236.36,223.00,224.05,230.20,206.00,190.51,197.00,204.08,197.30,0.22,8296.00
233.00,235.92,222.00,223.70,229.81,199.00,190.82,189.00,202.82,196.82,0.22,8296.00
238.00,235.81,222.00,223.38,229.59,214.00,192.11,230.00,204.34,198.22,0.22,8296.00
240.00,236.01,227.00,223.53,229.76,216.00,195.17,235.00,208.15,201.66,0.20,8268.00
238.00,235.89,227.00,223.72,229.80,194.00,195.41,215.00,209.27,202.34,0.20,8316.00
241.00,235.97,225.00,223.55,229.75,179.00,193.39,201.00,208.37,200.88,0.20,8336.00
246.00,236.33,228.00,223.59,229.96,192.00,193.04,204.00,207.81,200.43,0.21,8296.00
240.00,236.31,225.00,223.45,229.88,180.00,191.92,203.00,207.22,199.57,0.21,8284.00
240.00,236.28,224.00,223.03,229.65,212.00,192.68,229.00,208.66,200.67,0.20,8316.00
238.00,236.30,223.00,222.65,229.47,207.00,194.58,220.00,209.65,202.11,0.20,8292.00
240.00,236.22,222.00,222.20,229.20,199.00,194.48,224.00,210.46,202.47,0.19,8328.00
238.00,236.09,220.00,221.85,228.96,192.00,194.06,214.00,210.42,202.24,0.19,8308.00
262.00,237.41,245.00,223.01,230.20,229.00,196.11,227.00,211.24,203.67,0.19,8300.00
239.00,237.01,231.00,223.16,230.08,217.00,197.61,222.00,212.26,204.94,0.19,8292.00
240.00,236.40,233.00,223.53,229.96,199.00,197.79,212.00,211.64,204.72,0.19,8332.00
239.00,235.90,238.00,224.21,230.05,185.00,195.67,198.00,209.37,202.52,0.20,8312.00
231.00,235.37,227.00,224.15,229.75,182.00,194.50,214.00,209.39,201.95,0.20,8304.00
231.00,234.88,228.00,224.16,229.51,179.00,193.22,211.00,209.21,201.22,0.20,8308.00
233.00,234.21,231.00,224.46,229.33,179.00,190.78,198.00,208.05,199.42,0.21,8284.00
231.00,233.49,227.00,224.49,228.98,169.00,187.69,184.00,204.95,196.32,0.22,8304.00
238.00,233.45,225.00,224.11,228.77,171.00,184.82,195.00,202.46,193.64,0.24,8316.00
236.00,233.37,222.00,223.76,228.56,181.00,184.31,198.00,201.89,193.10,0.24,8292.00
238.00,233.41,221.00,223.37,228.39,192.00,184.56,207.00,201.95,193.26,0.24,8300.00
238.00,233.49,220.00,222.77,228.13,172.00,183.05,195.00,200.62,191.84,0.24,8296.00
237.00,233.39,220.00,222.02,227.70,174.00,181.18,191.00,199.12,190.15,0.25,8300.00
234.00,233.17,222.00,221.59,227.38,192.00,181.53,218.00,200.27,190.90,0.24,8316.00
235.00,233.05,222.00,221.39,227.22,181.00,181.25,212.00,200.78,191.02,0.24,8284.00
239.00,233.18,220.00,221.09,227.12,177.00,180.74,213.00,201.33,191.04,0.24,8284.00
235.00,233.10,220.00,220.48,226.78,171.00,179.28,196.00,200.64,189.96,0.24,8308.00
236.00,232.99,215.00,219.70,226.33,172.00,178.14,193.00,199.46,188.80,0.25,8300.00
235.00,232.77,218.00,219.19,225.97,173.00,177.15,205.00,199.84,188.50,0.25,8332.00
231.00,232.43,218.00,218.90,225.66,174.00,176.70,201.00,199.66,188.18,0.25,8324.00
230.00,232.05,219.00,218.69,225.36,168.00,175.89,203.00,199.62,187.76,0.25,8300.00
233.00,231.60,220.00,218.47,225.03,159.00,173.54,194.00,198.70,186.12,0.25,8300.00
